Position,code,Geography,Treatment,vialnum,Sex,PLATE,cfuA,cfuL,repexp,exp,total,GT,starved,bigexp,GS,TS,TG,aperc,lperc
6F,VA Choice M #1 plate2 6F N,VA,Choice,VA Choice M #1,M,plate2,156800,50,VA Choice M #1,plate2,156850,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,0.999681224,0.000318776
7F,VA Choice F #2 plate2 7F N,VA,Choice,VA Choice F #2,F,plate2,10000,50,VA Choice F #2,plate2,10050,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.995024876,0.004975124
8F,H Control M #1 plate2 8F N,H,Control,H Control M #1,M,plate2,10400,0,H Control M #1,plate2,10400,HControl,N,Maggie,HM,ControlM,HControl,1,0
9F,H Control M #2 plate2 9F N,H,Control,H Control M #2,M,plate2,9600,50,H Control M #2,plate2,9650,HControl,N,Maggie,HM,ControlM,HControl,0.994818653,0.005181347
10F,H Choice M #1 plate2 10F N,H,Choice,H Choice M #1,M,plate2,7600,0,H Choice M #1,plate2,7600,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
11F,H Choice M #2 plate2 11F N,H,Choice,H Choice M #2,M,plate2,10800,0,H Choice M #2,plate2,10800,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
12F,H Choice M #3 plate2 12F N,H,Choice,H Choice M #3,M,plate2,14400,0,H Choice M #3,plate2,14400,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
1G,E Control M #2 plate2 1G N,E,Control,E Control M #2,M,plate2,12800,0,E Control M #2,plate2,12800,EControl,N,Maggie,EM,ControlM,EControl,1,0
2G,L Control M #2 plate2 2G N,L,Control,L Control M #2,M,plate2,14000,0,L Control M #2,plate2,14000,LControl,N,Maggie,LM,ControlM,LControl,1,0
3G,L Control M #3 plate2 3G N,L,Control,L Control M #3,M,plate2,8800,0,L Control M #3,plate2,8800,LControl,N,Maggie,LM,ControlM,LControl,1,0
5G,L Choice M #2 plate2 5G N,L,Choice,L Choice M #2,M,plate2,57600,0,L Choice M #2,plate2,57600,LChoice,N,Maggie,LM,ChoiceM,LChoice,1,0
6G,VA Choice M #1 plate2 6G N,VA,Choice,VA Choice M #1,M,plate2,105600,0,VA Choice M #1,plate2,105600,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,1,0
7G,VA Choice F #2 plate2 7G N,VA,Choice,VA Choice F #2,F,plate2,8800,50,VA Choice F #2,plate2,8850,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.994350282,0.005649718
8G,H Control M #1 plate2 8G N,H,Control,H Control M #1,M,plate2,11200,0,H Control M #1,plate2,11200,HControl,N,Maggie,HM,ControlM,HControl,1,0
9G,H Control M #2 plate2 9G N,H,Control,H Control M #2,M,plate2,80000,0,H Control M #2,plate2,80000,HControl,N,Maggie,HM,ControlM,HControl,1,0
10G,H Choice M #1 plate2 10G N,H,Choice,H Choice M #1,M,plate2,17200,0,H Choice M #1,plate2,17200,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
11G,H Choice M #2 plate2 11G N,H,Choice,H Choice M #2,M,plate2,11200,0,H Choice M #2,plate2,11200,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
12G,H Choice M #3 plate2 12G N,H,Choice,H Choice M #3,M,plate2,1600,0,H Choice M #3,plate2,1600,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
1H,E Control M #2 plate2 1H N,E,Control,E Control M #2,M,plate2,9600,0,E Control M #2,plate2,9600,EControl,N,Maggie,EM,ControlM,EControl,1,0
3H,L Control M #3 plate2 3H N,L,Control,L Control M #3,M,plate2,5200,0,L Control M #3,plate2,5200,LControl,N,Maggie,LM,ControlM,LControl,1,0
4H,L Choice M #3 plate2 4H N,L,Choice,L Choice M #3,M,plate2,200,0,L Choice M #3,plate2,200,LChoice,N,Maggie,LM,ChoiceM,LChoice,1,0
5H,L Choice M #2 plate2 5H N,L,Choice,L Choice M #2,M,plate2,5200,0,L Choice M #2,plate2,5200,LChoice,N,Maggie,LM,ChoiceM,LChoice,1,0
6H,VA Choice M #1 plate2 6H N,VA,Choice,VA Choice M #1,M,plate2,5200,0,VA Choice M #1,plate2,5200,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,1,0
7H,VA Choice F #2 plate2 7H N,VA,Choice,VA Choice F #2,F,plate2,8400,0,VA Choice F #2,plate2,8400,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
8H,H Control M #1 plate2 8H N,H,Control,H Control M #1,M,plate2,128000,0,H Control M #1,plate2,128000,HControl,N,Maggie,HM,ControlM,HControl,1,0
9H,H Control M #2 plate2 9H N,H,Control,H Control M #2,M,plate2,70400,0,H Control M #2,plate2,70400,HControl,N,Maggie,HM,ControlM,HControl,1,0
10H,H Choice M #1 plate2 10H N,H,Choice,H Choice M #1,M,plate2,89600,0,H Choice M #1,plate2,89600,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
11H,H Choice M #2 plate2 11H N,H,Choice,H Choice M #2,M,plate2,54400,0,H Choice M #2,plate2,54400,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
12H,H Choice M #3 plate2 12H N,H,Choice,H Choice M #3,M,plate2,400,0,H Choice M #3,plate2,400,HChoice,N,Maggie,HM,ChoiceM,HChoice,1,0
1A,D Control F #3 plate3 1A N,D,Control,D Control F #3,F,plate3,250,0,D Control F #3,plate3,250,DControl,N,Maggie,DF,ControlF,DControl,1,0
3A,D Choice F #3 plate3 3A N,D,Choice,D Choice F #3,F,plate3,112000,800,D Choice F #3,plate3,112800,DChoice,N,Maggie,DF,ChoiceF,DChoice,0.992907801,0.007092199
4A,D Choice F #2 plate3 4A N,D,Choice,D Choice F #2,F,plate3,2400,0,D Choice F #2,plate3,2400,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
5A,D Choice F #1 plate3 5A N,D,Choice,D Choice F #1,F,plate3,35200,0,D Choice F #1,plate3,35200,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
6A,D Control F #1 plate3 6A N,D,Control,D Control F #1,F,plate3,4000,0,D Control F #1,plate3,4000,DControl,N,Maggie,DF,ControlF,DControl,1,0
7A,VA Control F #1 plate3 7A N,VA,Control,VA Control F #1,F,plate3,64000,450,VA Control F #1,plate3,64450,VAControl,N,Maggie,VAF,ControlF,VAControl,0.993017843,0.006982157
8A,VA Control F #2 plate3 8A N,VA,Control,VA Control F #2,F,plate3,51200,0,VA Control F #2,plate3,51200,VAControl,N,Maggie,VAF,ControlF,VAControl,1,0
9A,B Control F #1 plate3 9A N,B,Control,B Control F #1,F,plate3,614400,0,B Control F #1,plate3,614400,BControl,N,Maggie,BF,ControlF,BControl,1,0
10A,VA Choice F #3 plate3 10A N,VA,Choice,VA Choice F #3,F,plate3,92800,300,VA Choice F #3,plate3,93100,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.996777658,0.003222342
11A,PA Control F #1 plate3 11A N,PA,Control,PA Control F #1,F,plate3,1200,0,PA Control F #1,plate3,1200,PAControl,N,Maggie,PAF,ControlF,PAControl,1,0
1B,D Control F #3 plate3 1B N,D,Control,D Control F #3,F,plate3,50,0,D Control F #3,plate3,50,DControl,N,Maggie,DF,ControlF,DControl,1,0
3B,D Choice F #3 plate3 3B N,D,Choice,D Choice F #3,F,plate3,32000,250,D Choice F #3,plate3,32250,DChoice,N,Maggie,DF,ChoiceF,DChoice,0.992248062,0.007751938
4B,D Choice F #2 plate3 4B N,D,Choice,D Choice F #2,F,plate3,563200,300,D Choice F #2,plate3,563500,DChoice,N,Maggie,DF,ChoiceF,DChoice,0.999467613,0.000532387
5B,D Choice F #1 plate3 5B N,D,Choice,D Choice F #1,F,plate3,44800,0,D Choice F #1,plate3,44800,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
6B,D Control F #1 plate3 6B N,D,Control,D Control F #1,F,plate3,400,0,D Control F #1,plate3,400,DControl,N,Maggie,DF,ControlF,DControl,1,0
7B,VA Control F #1 plate3 7B N,VA,Control,VA Control F #1,F,plate3,64000,0,VA Control F #1,plate3,64000,VAControl,N,Maggie,VAF,ControlF,VAControl,1,0
8B,VA Control F #2 plate3 8B N,VA,Control,VA Control F #2,F,plate3,8400,100,VA Control F #2,plate3,8500,VAControl,N,Maggie,VAF,ControlF,VAControl,0.988235294,0.011764706
9B,B Control F #1 plate3 9B N,B,Control,B Control F #1,F,plate3,83200,0,B Control F #1,plate3,83200,BControl,N,Maggie,BF,ControlF,BControl,1,0
10B,VA Choice F #3 plate3 10B N,VA,Choice,VA Choice F #3,F,plate3,67200,1000,VA Choice F #3,plate3,68200,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.985337243,0.014662757
11B,PA Control F #1 plate3 11B N,PA,Control,PA Control F #1,F,plate3,57600,0,PA Control F #1,plate3,57600,PAControl,N,Maggie,PAF,ControlF,PAControl,1,0
4C,D Choice F #2 plate3 4C N,D,Choice,D Choice F #2,F,plate3,134400,0,D Choice F #2,plate3,134400,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
5C,D Choice F #1 plate3 5C N,D,Choice,D Choice F #1,F,plate3,15600,0,D Choice F #1,plate3,15600,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
6C,D Control F #1 plate3 6C N,D,Control,D Control F #1,F,plate3,1600,0,D Control F #1,plate3,1600,DControl,N,Maggie,DF,ControlF,DControl,1,0
7C,VA Control F #1 plate3 7C N,VA,Control,VA Control F #1,F,plate3,54400,0,VA Control F #1,plate3,54400,VAControl,N,Maggie,VAF,ControlF,VAControl,1,0
9C,B Control F #1 plate3 9C N,B,Control,B Control F #1,F,plate3,76800,50,B Control F #1,plate3,76850,BControl,N,Maggie,BF,ControlF,BControl,0.999349382,0.000650618
10C,VA Choice F #3 plate3 10C N,VA,Choice,VA Choice F #3,F,plate3,102400,150,VA Choice F #3,plate3,102550,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.998537299,0.001462701
11C,PA Control F #1 plate3 11C N,PA,Control,PA Control F #1,F,plate3,41600,0,PA Control F #1,plate3,41600,PAControl,N,Maggie,PAF,ControlF,PAControl,1,0
1D,D Control F #3 plate3 1D N,D,Control,D Control F #3,F,plate3,50,0,D Control F #3,plate3,50,DControl,N,Maggie,DF,ControlF,DControl,1,0
4D,D Choice F #2 plate3 4D N,D,Choice,D Choice F #2,F,plate3,13600,0,D Choice F #2,plate3,13600,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
5D,D Choice F #1 plate3 5D N,D,Choice,D Choice F #1,F,plate3,8800,0,D Choice F #1,plate3,8800,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
7D,VA Control F #1 plate3 7D N,VA,Control,VA Control F #1,F,plate3,5200,0,VA Control F #1,plate3,5200,VAControl,N,Maggie,VAF,ControlF,VAControl,1,0
9D,B Control F #1 plate3 9D N,B,Control,B Control F #1,F,plate3,1459200,0,B Control F #1,plate3,1459200,BControl,N,Maggie,BF,ControlF,BControl,1,0
10D,VA Choice F #3 plate3 10D N,VA,Choice,VA Choice F #3,F,plate3,28800,0,VA Choice F #3,plate3,28800,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
11D,PA Control F #1 plate3 11D N,PA,Control,PA Control F #1,F,plate3,4400,0,PA Control F #1,plate3,4400,PAControl,N,Maggie,PAF,ControlF,PAControl,1,0
2E,D Control M #2 plate3 2E N,D,Control,D Control M #2,M,plate3,25600,4400,D Control M #2,plate3,30000,DControl,N,Maggie,DM,ControlM,DControl,0.853333333,0.146666667
3E,D Choice M #3 plate3 3E N,D,Choice,D Choice M #3,M,plate3,11200,0,D Choice M #3,plate3,11200,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
4E,D Choice M #2 plate3 4E N,D,Choice,D Choice M #2,M,plate3,13600,0,D Choice M #2,plate3,13600,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
5E,D Choice M #1 plate3 5E N,D,Choice,D Choice M #1,M,plate3,5200,0,D Choice M #1,plate3,5200,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
6E,D Control M #1 plate3 6E N,D,Control,D Control M #1,M,plate3,4800,0,D Control M #1,plate3,4800,DControl,N,Maggie,DM,ControlM,DControl,1,0
7E,VA Control M #1 plate3 7E N,VA,Control,VA Control M #1,M,plate3,102400,0,VA Control M #1,plate3,102400,VAControl,N,Maggie,VAM,ControlM,VAControl,1,0
8E,VA Control M #2 plate3 8E N,VA,Control,VA Control M #2,M,plate3,121600,0,VA Control M #2,plate3,121600,VAControl,N,Maggie,VAM,ControlM,VAControl,1,0
9E,B Control M #1 plate3 9E N,B,Control,B Control M #1,M,plate3,12400,300,B Control M #1,plate3,12700,BControl,N,Maggie,BM,ControlM,BControl,0.976377953,0.023622047
10E,VA Choice M #3 plate3 10E N,VA,Choice,VA Choice M #3,M,plate3,15600,0,VA Choice M #3,plate3,15600,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,1,0
11E,PA Control M #1 plate3 11E N,PA,Control,PA Control M #1,M,plate3,1100,0,PA Control M #1,plate3,1100,PAControl,N,Maggie,PAM,ControlM,PAControl,1,0
2F,D Control M #2 plate3 2F N,D,Control,D Control M #2,M,plate3,50,0,D Control M #2,plate3,50,DControl,N,Maggie,DM,ControlM,DControl,1,0
3F,D Choice M #3 plate3 3F N,D,Choice,D Choice M #3,M,plate3,13600,0,D Choice M #3,plate3,13600,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
4F,D Choice M #2 plate3 4F N,D,Choice,D Choice M #2,M,plate3,8800,1200,D Choice M #2,plate3,10000,DChoice,N,Maggie,DM,ChoiceM,DChoice,0.88,0.12
5F,D Choice M #1 plate3 5F N,D,Choice,D Choice M #1,M,plate3,12800,0,D Choice M #1,plate3,12800,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
6F,D Control M #1 plate3 6F N,D,Control,D Control M #1,M,plate3,8400,0,D Control M #1,plate3,8400,DControl,N,Maggie,DM,ControlM,DControl,1,0
7F,VA Control M #1 plate3 7F N,VA,Control,VA Control M #1,M,plate3,13200,0,VA Control M #1,plate3,13200,VAControl,N,Maggie,VAM,ControlM,VAControl,1,0
8F,VA Control M #2 plate3 8F N,VA,Control,VA Control M #2,M,plate3,3200,0,VA Control M #2,plate3,3200,VAControl,N,Maggie,VAM,ControlM,VAControl,1,0
9F,B Control M #1 plate3 9F N,B,Control,B Control M #1,M,plate3,20800,0,B Control M #1,plate3,20800,BControl,N,Maggie,BM,ControlM,BControl,1,0
10F,VA Choice M #3 plate3 10F N,VA,Choice,VA Choice M #3,M,plate3,14800,0,VA Choice M #3,plate3,14800,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,1,0
11F,PA Control M #1 plate3 11F N,PA,Control,PA Control M #1,M,plate3,2800,0,PA Control M #1,plate3,2800,PAControl,N,Maggie,PAM,ControlM,PAControl,1,0
2G,D Control M #2 plate3 2G N,D,Control,D Control M #2,M,plate3,12000,50,D Control M #2,plate3,12050,DControl,N,Maggie,DM,ControlM,DControl,0.995850622,0.004149378
3G,D Choice M #3 plate3 3G N,D,Choice,D Choice M #3,M,plate3,73600,0,D Choice M #3,plate3,73600,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
4G,D Choice M #2 plate3 4G N,D,Choice,D Choice M #2,M,plate3,48000,0,D Choice M #2,plate3,48000,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
5G,D Choice M #1 plate3 5G N,D,Choice,D Choice M #1,M,plate3,10000,0,D Choice M #1,plate3,10000,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
6G,D Control M #1 plate3 6G N,D,Control,D Control M #1,M,plate3,14800,0,D Control M #1,plate3,14800,DControl,N,Maggie,DM,ControlM,DControl,1,0
7G,VA Control M #1 plate3 7G N,VA,Control,VA Control M #1,M,plate3,137600,250,VA Control M #1,plate3,137850,VAControl,N,Maggie,VAM,ControlM,VAControl,0.998186435,0.001813565
8G,VA Control M #2 plate3 8G N,VA,Control,VA Control M #2,M,plate3,21200,0,VA Control M #2,plate3,21200,VAControl,N,Maggie,VAM,ControlM,VAControl,1,0
9G,B Control M #1 plate3 9G N,B,Control,B Control M #1,M,plate3,57600,200,B Control M #1,plate3,57800,BControl,N,Maggie,BM,ControlM,BControl,0.996539792,0.003460208
11G,PA Control M #1 plate3 11G N,PA,Control,PA Control M #1,M,plate3,1800,0,PA Control M #1,plate3,1800,PAControl,N,Maggie,PAM,ControlM,PAControl,1,0
1H,D Control M #3 plate3 1H N,D,Control,D Control M #3,M,plate3,150,0,D Control M #3,plate3,150,DControl,N,Maggie,DM,ControlM,DControl,1,0
3H,D Choice M #3 plate3 3H N,D,Choice,D Choice M #3,M,plate3,50,0,D Choice M #3,plate3,50,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
4H,D Choice M #2 plate3 4H N,D,Choice,D Choice M #2,M,plate3,1600,150,D Choice M #2,plate3,1750,DChoice,N,Maggie,DM,ChoiceM,DChoice,0.914285714,0.085714286
5H,D Choice M #1 plate3 5H N,D,Choice,D Choice M #1,M,plate3,1600,400,D Choice M #1,plate3,2000,DChoice,N,Maggie,DM,ChoiceM,DChoice,0.8,0.2
6H,D Control M #1 plate3 6H N,D,Control,D Control M #1,M,plate3,14400,0,D Control M #1,plate3,14400,DControl,N,Maggie,DM,ControlM,DControl,1,0
7H,VA Control M #1 plate3 7H N,VA,Control,VA Control M #1,M,plate3,6400,50,VA Control M #1,plate3,6450,VAControl,N,Maggie,VAM,ControlM,VAControl,0.992248062,0.007751938
9H,B Control M #1 plate3 9H N,B,Control,B Control M #1,M,plate3,150,0,B Control M #1,plate3,150,BControl,N,Maggie,BM,ControlM,BControl,1,0
10H,VA Choice M #3 plate3 10H N,VA,Choice,VA Choice M #3,M,plate3,134400,400,VA Choice M #3,plate3,134800,VAChoice,N,Maggie,VAM,ChoiceM,VAChoice,0.997032641,0.002967359
11H,PA Control M #1 plate3 11H N,PA,Control,PA Control M #1,M,plate3,4800,1350,PA Control M #1,plate3,6150,PAControl,N,Maggie,PAM,ControlM,PAControl,0.780487805,0.219512195
1A,B Control F #2 plate4 1A N,B,Control,B Control F #2,F,plate4,1152000,0,B Control F #2,plate4,1152000,BControl,N,Maggie,BF,ControlF,BControl,1,0
2A,B Control F #1 plate4 2A N,B,Control,B Control F #1,F,plate4,57600,100,B Control F #1,plate4,57700,BControl,N,Maggie,BF,ControlF,BControl,0.998266898,0.001733102
3A,B Choice F #1 plate4 3A N,B,Choice,B Choice F #1,F,plate4,1382400,2000,B Choice F #1,plate4,1384400,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.998555331,0.001444669
4A,B Choice F #2 plate4 4A N,B,Choice,B Choice F #2,F,plate4,67200,0,B Choice F #2,plate4,67200,BChoice,N,Maggie,BF,ChoiceF,BChoice,1,0
5A,MD Choice F #1 plate4 5A N,MD,Choice,MD Choice F #1,F,plate4,4403200,0,MD Choice F #1,plate4,4403200,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,1,0
6A,MD Choice F #2 plate4 6A N,MD,Choice,MD Choice F #2,F,plate4,1587200,200,MD Choice F #2,plate4,1587400,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,0.999874008,0.000125992
7A,D Choice F #1 plate4 7A N,D,Choice,D Choice F #1,F,plate4,32000,150,D Choice F #1,plate4,32150,DChoice,N,Maggie,DF,ChoiceF,DChoice,0.99533437,0.00466563
8A,D Control F #1 plate4 8A N,D,Control,D Control F #1,F,plate4,640000,0,D Control F #1,plate4,640000,DControl,N,Maggie,DF,ControlF,DControl,1,0
9A,VA Choice F #1 plate4 9A N,VA,Choice,VA Choice F #1,F,plate4,1126400,650,VA Choice F #1,plate4,1127050,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.999423273,0.000576727
10A,H Choice F #1 plate4 10A N,H,Choice,H Choice F #1,F,plate4,51200,0,H Choice F #1,plate4,51200,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
11A,H Choice F #2 plate4 11A N,H,Choice,H Choice F #2,F,plate4,6656000,0,H Choice F #2,plate4,6656000,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
12A,VA Choice F #2 plate4 12A N,VA,Choice,VA Choice F #2,F,plate4,2457600,0,VA Choice F #2,plate4,2457600,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
1B,B Control F #2 plate4 1B N,B,Control,B Control F #2,F,plate4,870400,0,B Control F #2,plate4,870400,BControl,N,Maggie,BF,ControlF,BControl,1,0
2B,B Control F #1 plate4 2B N,B,Control,B Control F #1,F,plate4,147200,650,B Control F #1,plate4,147850,BControl,N,Maggie,BF,ControlF,BControl,0.995603652,0.004396348
5B,MD Choice F #1 plate4 5B N,MD,Choice,MD Choice F #1,F,plate4,1305600,0,MD Choice F #1,plate4,1305600,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,1,0
6B,MD Choice F #2 plate4 6B N,MD,Choice,MD Choice F #2,F,plate4,1356800,50,MD Choice F #2,plate4,1356850,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,0.99996315,3.69E-05
7B,D Choice F #1 plate4 7B N,D,Choice,D Choice F #1,F,plate4,870400,200,D Choice F #1,plate4,870600,DChoice,N,Maggie,DF,ChoiceF,DChoice,0.999770273,0.000229727
8B,D Control F #1 plate4 8B N,D,Control,D Control F #1,F,plate4,563200,0,D Control F #1,plate4,563200,DControl,N,Maggie,DF,ControlF,DControl,1,0
9B,VA Choice F #1 plate4 9B N,VA,Choice,VA Choice F #1,F,plate4,70400,0,VA Choice F #1,plate4,70400,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
10B,H Choice F #1 plate4 10B N,H,Choice,H Choice F #1,F,plate4,14000,500,H Choice F #1,plate4,14500,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.965517241,0.034482759
11B,H Choice F #2 plate4 11B N,H,Choice,H Choice F #2,F,plate4,115200,0,H Choice F #2,plate4,115200,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
12B,VA Choice F #2 plate4 12B N,VA,Choice,VA Choice F #2,F,plate4,1075200,900,VA Choice F #2,plate4,1076100,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.999163647,0.000836353
2C,B Control F #1 plate4 2C N,B,Control,B Control F #1,F,plate4,409600,0,B Control F #1,plate4,409600,BControl,N,Maggie,BF,ControlF,BControl,1,0
3C,B Choice F #1 plate4 3C N,B,Choice,B Choice F #1,F,plate4,2304000,450,B Choice F #1,plate4,2304450,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.999804726,0.000195274
4C,B Choice F #2 plate4 4C N,B,Choice,B Choice F #2,F,plate4,1843200,150,B Choice F #2,plate4,1843350,BChoice,N,Maggie,BF,ChoiceF,BChoice,0.999918626,8.14E-05
5C,MD Choice F #1 plate4 5C N,MD,Choice,MD Choice F #1,F,plate4,22400,150,MD Choice F #1,plate4,22550,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,0.993348115,0.006651885
6C,MD Choice F #2 plate4 6C N,MD,Choice,MD Choice F #2,F,plate4,588800,50,MD Choice F #2,plate4,588850,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,0.999915089,8.49E-05
7C,D Choice F #1 plate4 7C N,D,Choice,D Choice F #1,F,plate4,307200,0,D Choice F #1,plate4,307200,DChoice,N,Maggie,DF,ChoiceF,DChoice,1,0
8C,D Control F #1 plate4 8C N,D,Control,D Control F #1,F,plate4,998400,0,D Control F #1,plate4,998400,DControl,N,Maggie,DF,ControlF,DControl,1,0
9C,VA Choice F #1 plate4 9C N,VA,Choice,VA Choice F #1,F,plate4,1331200,0,VA Choice F #1,plate4,1331200,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
10C,H Choice F #1 plate4 10C N,H,Choice,H Choice F #1,F,plate4,435200,400,H Choice F #1,plate4,435600,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.999081726,0.000918274
11C,H Choice F #2 plate4 11C N,H,Choice,H Choice F #2,F,plate4,819200,0,H Choice F #2,plate4,819200,HChoice,N,Maggie,HF,ChoiceF,HChoice,1,0
12C,VA Choice F #2 plate4 12C N,VA,Choice,VA Choice F #2,F,plate4,1868800,50,VA Choice F #2,plate4,1868850,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.999973246,2.68E-05
2D,B Control F #1 plate4 2D N,B,Control,B Control F #1,F,plate4,819200,150,B Control F #1,plate4,819350,BControl,N,Maggie,BF,ControlF,BControl,0.999816928,0.000183072
4D,B Choice F #2 plate4 4D N,B,Choice,B Choice F #2,F,plate4,2000,0,B Choice F #2,plate4,2000,BChoice,N,Maggie,BF,ChoiceF,BChoice,1,0
6D,MD Choice F #2 plate4 6D N,MD,Choice,MD Choice F #2,F,plate4,1100800,50,MD Choice F #2,plate4,1100850,MDChoice,N,Maggie,MDF,ChoiceF,MDChoice,0.999954581,4.54E-05
7D,D Choice F #1 plate4 7D N,D,Choice,D Choice F #1,F,plate4,4608000,100,D Choice F #1,plate4,4608100,DChoice,N,Maggie,DF,ChoiceF,DChoice,0.999978299,2.17E-05
8D,D Control F #1 plate4 8D N,D,Control,D Control F #1,F,plate4,460800,0,D Control F #1,plate4,460800,DControl,N,Maggie,DF,ControlF,DControl,1,0
9D,VA Choice F #1 plate4 9D N,VA,Choice,VA Choice F #1,F,plate4,2764800,0,VA Choice F #1,plate4,2764800,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,1,0
10D,H Choice F #1 plate4 10D N,H,Choice,H Choice F #1,F,plate4,1049600,500,H Choice F #1,plate4,1050100,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.999523855,0.000476145
11D,H Choice F #2 plate4 11D N,H,Choice,H Choice F #2,F,plate4,14000,50,H Choice F #2,plate4,14050,HChoice,N,Maggie,HF,ChoiceF,HChoice,0.996441281,0.003558719
12D,VA Choice F #2 plate4 12D N,VA,Choice,VA Choice F #2,F,plate4,947200,50,VA Choice F #2,plate4,947250,VAChoice,N,Maggie,VAF,ChoiceF,VAChoice,0.999947216,5.28E-05
1E,B Control M #2 plate4 1E N,B,Control,B Control M #2,M,plate4,819200,0,B Control M #2,plate4,819200,BControl,N,Maggie,BM,ControlM,BControl,1,0
2E,B Control M #1 plate4 2E N,B,Control,B Control M #1,M,plate4,512000,100,B Control M #1,plate4,512100,BControl,N,Maggie,BM,ControlM,BControl,0.999804726,0.000195274
3E,B Choice M #1 plate4 3E N,B,Choice,B Choice M #1,M,plate4,1203200,550,B Choice M #1,plate4,1203750,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.999543094,0.000456906
4E,B Choice M #2 plate4 4E N,B,Choice,B Choice M #2,M,plate4,51200,200,B Choice M #2,plate4,51400,BChoice,N,Maggie,BM,ChoiceM,BChoice,0.996108949,0.003891051
5E,MD Choice M #1 plate4 5E N,MD,Choice,MD Choice M #1,M,plate4,9200,250,MD Choice M #1,plate4,9450,MDChoice,N,Maggie,MDM,ChoiceM,MDChoice,0.973544974,0.026455026
6E,MD Choice M #2 plate4 6E N,MD,Choice,MD Choice M #2,M,plate4,16400,900,MD Choice M #2,plate4,17300,MDChoice,N,Maggie,MDM,ChoiceM,MDChoice,0.947976879,0.052023121
7E,D Choice M #1 plate4 7E N,D,Choice,D Choice M #1,M,plate4,800,0,D Choice M #1,plate4,800,DChoice,N,Maggie,DM,ChoiceM,DChoice,1,0
8E,D Control M #1 plate4 8E N,D,Control,D Control M #1,M,plate4,134400,0,D Control M #1,plate4,134400,DControl,N,Maggie,DM,ControlM,DControl,1,0
