,code,TimePoint,Treatment,Sex,Bacteria,type,exp,cfuA,cfuL,total,stg,GT,SortOrder,repexp,Bottle
164,0minutes CH A 367 diet A 3,0minutes,CH,A,Acetobacter,diet,A,89548800,0,89548800,CH0minutesA,0minutesCH,367,0minutes CH A 367 diet A 3,3
165,0minutes CH A 369 diet A 3,0minutes,CH,A,Acetobacter,diet,A,68382720,0,68382720,CH0minutesA,0minutesCH,369,0minutes CH A 369 diet A 3,3
166,0minutes CH A 371 diet A 3,0minutes,CH,A,Acetobacter,diet,A,87920640,0,87920640,CH0minutesA,0minutesCH,371,0minutes CH A 371 diet A 3,3
167,0minutes CH L 373 diet A 3,0minutes,CH,L,Acetobacter,diet,A,0,225780,225780,CH0minutesL,0minutesCH,373,0minutes CH L 373 diet A 3,3
168,0minutes CH L 375 diet A 3,0minutes,CH,L,Acetobacter,diet,A,0,238500,238500,CH0minutesL,0minutesCH,375,0minutes CH L 375 diet A 3,3
169,0minutes CH L 377 diet A 3,0minutes,CH,L,Acetobacter,diet,A,0,251220,251220,CH0minutesL,0minutesCH,377,0minutes CH L 377 diet A 3,3
170,0minutes CON NA 379 diet A 1,0minutes,CON,NA,Acetobacter,diet,A,71639040,89040,71728080,CON0minutesNA,0minutesCON,379,0minutes CON NA 379 diet A 1,1
171,0minutes CON NA 381 diet A 1,0minutes,CON,NA,Acetobacter,diet,A,74895360,66780,74962140,CON0minutesNA,0minutesCON,381,0minutes CON NA 381 diet A 1,1
172,0minutes CON NA 383 diet A 1,0minutes,CON,NA,Acetobacter,diet,A,42332160,57240,42389400,CON0minutesNA,0minutesCON,383,0minutes CON NA 383 diet A 1,1
173,0minutes CON NA 385 diet A 1,0minutes,CON,NA,Acetobacter,diet,A,118855680,22260,118877940,CON0minutesNA,0minutesCON,385,0minutes CON NA 385 diet A 1,1
174,0minutes CON NA 387 diet A 1,0minutes,CON,NA,Acetobacter,diet,A,30935040,50880,30985920,CON0minutesNA,0minutesCON,387,0minutes CON NA 387 diet A 1,1
175,0minutes CON NA 389 diet A 1,0minutes,CON,NA,Acetobacter,diet,A,70010880,38160,70049040,CON0minutesNA,0minutesCON,389,0minutes CON NA 389 diet A 1,1
176,0minutes CON NA 392 diet A 2,0minutes,CON,NA,Acetobacter,diet,A,22794240,85860,22880100,CON0minutesNA,0minutesCON,392,0minutes CON NA 392 diet A 2,2
177,0minutes CON NA 394 diet A 2,0minutes,CON,NA,Acetobacter,diet,A,24422400,82680,24505080,CON0minutesNA,0minutesCON,394,0minutes CON NA 394 diet A 2,2
178,0minutes CON NA 396 diet A 2,0minutes,CON,NA,Acetobacter,diet,A,6105600,66780,6172380,CON0minutesNA,0minutesCON,396,0minutes CON NA 396 diet A 2,2
179,0minutes CON NA 399 diet A 2,0minutes,CON,NA,Acetobacter,diet,A,22794240,60420,22854660,CON0minutesNA,0minutesCON,399,0minutes CON NA 399 diet A 2,2
180,0minutes CON NA 401 diet A 3,0minutes,CON,NA,Acetobacter,diet,A,2645760,28620,2674380,CON0minutesNA,0minutesCON,401,0minutes CON NA 401 diet A 3,3
181,0minutes CON NA 403 diet A 3,0minutes,CON,NA,Acetobacter,diet,A,53729280,146280,53875560,CON0minutesNA,0minutesCON,403,0minutes CON NA 403 diet A 3,3
182,0minutes CON NA 405 diet A 3,0minutes,CON,NA,Acetobacter,diet,A,21166080,57240,21223320,CON0minutesNA,0minutesCON,405,0minutes CON NA 405 diet A 3,3
183,0minutes CON NA 407 diet A 3,0minutes,CON,NA,Acetobacter,diet,A,24422400,47700,24470100,CON0minutesNA,0minutesCON,407,0minutes CON NA 407 diet A 3,3
184,0minutes CON NA 409 diet A 3,0minutes,CON,NA,Acetobacter,diet,A,32563200,267120,32830320,CON0minutesNA,0minutesCON,409,0minutes CON NA 409 diet A 3,3
185,0minutes CON NA 411 diet A 3,0minutes,CON,NA,Acetobacter,diet,A,26050560,1424640,27475200,CON0minutesNA,0minutesCON,411,0minutes CON NA 411 diet A 3,3
186,15minutes CH A 413 diet A 1,15minutes,CH,A,Acetobacter,diet,A,30935040,0,30935040,CH15minutesA,15minutesCH,413,15minutes CH A 413 diet A 1,1
187,15minutes CH A 415 diet A 1,15minutes,CH,A,Acetobacter,diet,A,37447680,0,37447680,CH15minutesA,15minutesCH,415,15minutes CH A 415 diet A 1,1
188,15minutes CH A 417 diet A 1,15minutes,CH,A,Acetobacter,diet,A,65126400,0,65126400,CH15minutesA,15minutesCH,417,15minutes CH A 417 diet A 1,1
189,15minutes CH L 419 diet A 1,15minutes,CH,L,Acetobacter,diet,A,175,60420,60595,CH15minutesL,15minutesCH,419,15minutes CH L 419 diet A 1,1
190,15minutes CH L 421 diet A 1,15minutes,CH,L,Acetobacter,diet,A,0,124020,124020,CH15minutesL,15minutesCH,421,15minutes CH L 421 diet A 1,1
191,15minutes CH L 423 diet A 1,15minutes,CH,L,Acetobacter,diet,A,75,120840,120915,CH15minutesL,15minutesCH,423,15minutes CH L 423 diet A 1,1
192,15minutes CH A 425 diet A 2,15minutes,CH,A,Acetobacter,diet,A,86292480,25,86292505,CH15minutesA,15minutesCH,425,15minutes CH A 425 diet A 2,2
193,15minutes CH A 427 diet A 2,15minutes,CH,A,Acetobacter,diet,A,63498240,0,63498240,CH15minutesA,15minutesCH,427,15minutes CH A 427 diet A 2,2
194,15minutes CH A 429 diet A 2,15minutes,CH,A,Acetobacter,diet,A,29306880,0,29306880,CH15minutesA,15minutesCH,429,15minutes CH A 429 diet A 2,2
195,15minutes CH L 431 diet A 2,15minutes,CH,L,Acetobacter,diet,A,6360,213060,219420,CH15minutesL,15minutesCH,431,15minutes CH L 431 diet A 2,2
196,15minutes CH L 433 diet A 2,15minutes,CH,L,Acetobacter,diet,A,25440,219420,244860,CH15minutesL,15minutesCH,433,15minutes CH L 433 diet A 2,2
197,15minutes CH L 435 diet A 2,15minutes,CH,L,Acetobacter,diet,A,6360,1017600,1023960,CH15minutesL,15minutesCH,435,15minutes CH L 435 diet A 2,2
198,15minutes CH A 437 diet A 3,15minutes,CH,A,Acetobacter,diet,A,30935040,0,30935040,CH15minutesA,15minutesCH,437,15minutes CH A 437 diet A 3,3
199,15minutes CH A 439 diet A 3,15minutes,CH,A,Acetobacter,diet,A,37447680,0,37447680,CH15minutesA,15minutesCH,439,15minutes CH A 439 diet A 3,3
200,15minutes CH A 441 diet A 3,15minutes,CH,A,Acetobacter,diet,A,30935040,0,30935040,CH15minutesA,15minutesCH,441,15minutes CH A 441 diet A 3,3
201,15minutes CH L 443 diet A 3,15minutes,CH,L,Acetobacter,diet,A,0,190800,190800,CH15minutesL,15minutesCH,443,15minutes CH L 443 diet A 3,3
202,15minutes CH L 445 diet A 3,15minutes,CH,L,Acetobacter,diet,A,0,206700,206700,CH15minutesL,15minutesCH,445,15minutes CH L 445 diet A 3,3
203,15minutes CH L 447 diet A 3,15minutes,CH,L,Acetobacter,diet,A,150,181260,181410,CH15minutesL,15minutesCH,447,15minutes CH L 447 diet A 3,3
204,15minutes CON NA 449 diet A 1,15minutes,CON,NA,Acetobacter,diet,A,16281600,25,16281625,CON15minutesNA,15minutesCON,449,15minutes CON NA 449 diet A 1,1
205,15minutes CON NA 451 diet A 1,15minutes,CON,NA,Acetobacter,diet,A,73267200,300,73267500,CON15minutesNA,15minutesCON,451,15minutes CON NA 451 diet A 1,1
206,15minutes CON NA 453 diet A 1,15minutes,CON,NA,Acetobacter,diet,A,39075840,925,39076765,CON15minutesNA,15minutesCON,453,15minutes CON NA 453 diet A 1,1
207,15minutes CON NA 455 diet A 1,15minutes,CON,NA,Acetobacter,diet,A,35819520,225,35819745,CON15minutesNA,15minutesCON,455,15minutes CON NA 455 diet A 1,1
208,15minutes CON NA 457 diet A 1,15minutes,CON,NA,Acetobacter,diet,A,26050560,125,26050685,CON15minutesNA,15minutesCON,457,15minutes CON NA 457 diet A 1,1
209,15minutes CON NA 459 diet A 1,15minutes,CON,NA,Acetobacter,diet,A,22794240,325,22794565,CON15minutesNA,15minutesCON,459,15minutes CON NA 459 diet A 1,1
210,15minutes CON NA 461 diet A 2,15minutes,CON,NA,Acetobacter,diet,A,21166080,34980,21201060,CON15minutesNA,15minutesCON,461,15minutes CON NA 461 diet A 2,2
211,15minutes CON NA 463 diet A 2,15minutes,CON,NA,Acetobacter,diet,A,4680960,31800,4712760,CON15minutesNA,15minutesCON,463,15minutes CON NA 463 diet A 2,2
212,15minutes CON NA 465 diet A 2,15minutes,CON,NA,Acetobacter,diet,A,9361920,28620,9390540,CON15minutesNA,15minutesCON,465,15minutes CON NA 465 diet A 2,2
213,15minutes CON NA 467 diet A 2,15minutes,CON,NA,Acetobacter,diet,A,34191360,124020,34315380,CON15minutesNA,15minutesCON,467,15minutes CON NA 467 diet A 2,2
214,15minutes CON NA 469 diet A 2,15minutes,CON,NA,Acetobacter,diet,A,11397120,79500,11476620,CON15minutesNA,15minutesCON,469,15minutes CON NA 469 diet A 2,2
215,15minutes CON NA 471 diet A 2,15minutes,CON,NA,Acetobacter,diet,A,11193600,117660,11311260,CON15minutesNA,15minutesCON,471,15minutes CON NA 471 diet A 2,2
216,15minutes CON NA 473 diet A 3,15minutes,CON,NA,Acetobacter,diet,A,13025280,50880,13076160,CON15minutesNA,15minutesCON,473,15minutes CON NA 473 diet A 3,3
217,15minutes CON NA 475 diet A 3,15minutes,CON,NA,Acetobacter,diet,A,16281600,79500,16361100,CON15minutesNA,15minutesCON,475,15minutes CON NA 475 diet A 3,3
218,15minutes CON NA 477 diet A 3,15minutes,CON,NA,Acetobacter,diet,A,13025280,34980,13060260,CON15minutesNA,15minutesCON,477,15minutes CON NA 477 diet A 3,3
219,15minutes CON NA 479 diet A 3,15minutes,CON,NA,Acetobacter,diet,A,48844800,85860,48930660,CON15minutesNA,15minutesCON,479,15minutes CON NA 479 diet A 3,3
220,15minutes CON NA 481 diet A 3,15minutes,CON,NA,Acetobacter,diet,A,34191360,54060,34245420,CON15minutesNA,15minutesCON,481,15minutes CON NA 481 diet A 3,3
221,30minutes CH A 484 diet A 1,30minutes,CH,A,Acetobacter,diet,A,30935040,0,30935040,CH30minutesA,30minutesCH,484,30minutes CH A 484 diet A 1,1
222,30minutes CH A 486 diet A 1,30minutes,CH,A,Acetobacter,diet,A,47216640,0,47216640,CH30minutesA,30minutesCH,486,30minutes CH A 486 diet A 1,1
223,30minutes CH A 488 diet A 1,30minutes,CH,A,Acetobacter,diet,A,53729280,0,53729280,CH30minutesA,30minutesCH,488,30minutes CH A 488 diet A 1,1
224,30minutes CH L 490 diet A 1,30minutes,CH,L,Acetobacter,diet,A,75,235320,235395,CH30minutesL,30minutesCH,490,30minutes CH L 490 diet A 1,1
225,30minutes CH L 492 diet A 1,30minutes,CH,L,Acetobacter,diet,A,75,257580,257655,CH30minutesL,30minutesCH,492,30minutes CH L 492 diet A 1,1
226,30minutes CH L 494 diet A 1,30minutes,CH,L,Acetobacter,diet,A,75,184440,184515,CH30minutesL,30minutesCH,494,30minutes CH L 494 diet A 1,1
227,30minutes CH A 496 diet A 2,30minutes,CH,A,Acetobacter,diet,A,60241920,50,60241970,CH30minutesA,30minutesCH,496,30minutes CH A 496 diet A 2,2
228,30minutes CH A 498 diet A 2,30minutes,CH,A,Acetobacter,diet,A,63498240,0,63498240,CH30minutesA,30minutesCH,498,30minutes CH A 498 diet A 2,2
229,30minutes CH A 500 diet A 2,30minutes,CH,A,Acetobacter,diet,A,149790720,0,149790720,CH30minutesA,30minutesCH,500,30minutes CH A 500 diet A 2,2
230,30minutes CH L 502 diet A 2,30minutes,CH,L,Acetobacter,diet,A,15900,241680,257580,CH30minutesL,30minutesCH,502,30minutes CH L 502 diet A 2,2
231,30minutes CH L 504 diet A 2,30minutes,CH,L,Acetobacter,diet,A,6360,235320,241680,CH30minutesL,30minutesCH,504,30minutes CH L 504 diet A 2,2
232,30minutes CH L 506 diet A 2,30minutes,CH,L,Acetobacter,diet,A,275,203520,203795,CH30minutesL,30minutesCH,506,30minutes CH L 506 diet A 2,2
233,30minutes CH A 508 diet A 3,30minutes,CH,A,Acetobacter,diet,A,65126400,0,65126400,CH30minutesA,30minutesCH,508,30minutes CH A 508 diet A 3,3
234,30minutes CH A 510 diet A 3,30minutes,CH,A,Acetobacter,diet,A,96061440,0,96061440,CH30minutesA,30minutesCH,510,30minutes CH A 510 diet A 3,3
235,30minutes CH A 512 diet A 3,30minutes,CH,A,Acetobacter,diet,A,104202240,25,104202265,CH30minutesA,30minutesCH,512,30minutes CH A 512 diet A 3,3
236,30minutes CH L 514 diet A 3,30minutes,CH,L,Acetobacter,diet,A,225,283020,283245,CH30minutesL,30minutesCH,514,30minutes CH L 514 diet A 3,3
237,30minutes CH L 516 diet A 3,30minutes,CH,L,Acetobacter,diet,A,675,267120,267795,CH30minutesL,30minutesCH,516,30minutes CH L 516 diet A 3,3
238,30minutes CH L 518 diet A 3,30minutes,CH,L,Acetobacter,diet,A,650,286200,286850,CH30minutesL,30minutesCH,518,30minutes CH L 518 diet A 3,3
239,30minutes CON NA 520 diet A 1,30minutes,CON,NA,Acetobacter,diet,A,34191360,57240,34248600,CON30minutesNA,30minutesCON,520,30minutes CON NA 520 diet A 1,1
240,30minutes CON NA 522 diet A 1,30minutes,CON,NA,Acetobacter,diet,A,17299200,38160,17337360,CON30minutesNA,30minutesCON,522,30minutes CON NA 522 diet A 1,1
241,30minutes CON NA 525 diet A 1,30minutes,CON,NA,Acetobacter,diet,A,37447680,700,37448380,CON30minutesNA,30minutesCON,525,30minutes CON NA 525 diet A 1,1
242,30minutes CON NA 527 diet A 1,30minutes,CON,NA,Acetobacter,diet,A,47216640,15900,47232540,CON30minutesNA,30minutesCON,527,30minutes CON NA 527 diet A 1,1
243,30minutes CON NA 529 diet A 1,30minutes,CON,NA,Acetobacter,diet,A,81408000,28620,81436620,CON30minutesNA,30minutesCON,529,30minutes CON NA 529 diet A 1,1
244,30minutes CON NA 531 diet A 2,30minutes,CON,NA,Acetobacter,diet,A,45588480,101760,45690240,CON30minutesNA,30minutesCON,531,30minutes CON NA 531 diet A 2,2
245,30minutes CON NA 533 diet A 2,30minutes,CON,NA,Acetobacter,diet,A,24422400,171720,24594120,CON30minutesNA,30minutesCON,533,30minutes CON NA 533 diet A 2,2
246,30minutes CON NA 535 diet A 2,30minutes,CON,NA,Acetobacter,diet,A,17909760,146280,18056040,CON30minutesNA,30minutesCON,535,30minutes CON NA 535 diet A 2,2
247,30minutes CON NA 537 diet A 2,30minutes,CON,NA,Acetobacter,diet,A,39075840,76320,39152160,CON30minutesNA,30minutesCON,537,30minutes CON NA 537 diet A 2,2
248,30minutes CON NA 539 diet A 2,30minutes,CON,NA,Acetobacter,diet,A,6309120,95400,6404520,CON30minutesNA,30minutesCON,539,30minutes CON NA 539 diet A 2,2
249,30minutes CON NA 541 diet A 2,30minutes,CON,NA,Acetobacter,diet,A,34191360,54060,34245420,CON30minutesNA,30minutesCON,541,30minutes CON NA 541 diet A 2,2
250,30minutes CON NA 543 diet A 3,30minutes,CON,NA,Acetobacter,diet,A,48844800,89040,48933840,CON30minutesNA,30minutesCON,543,30minutes CON NA 543 diet A 3,3
251,30minutes CON NA 545 diet A 3,30minutes,CON,NA,Acetobacter,diet,A,58613760,57240,58671000,CON30minutesNA,30minutesCON,545,30minutes CON NA 545 diet A 3,3
252,30minutes CON NA 547 diet A 3,30minutes,CON,NA,Acetobacter,diet,A,4273920,28620,4302540,CON30minutesNA,30minutesCON,547,30minutes CON NA 547 diet A 3,3
253,30minutes CON NA 549 diet A 3,30minutes,CON,NA,Acetobacter,diet,A,27678720,38160,27716880,CON30minutesNA,30minutesCON,549,30minutes CON NA 549 diet A 3,3
254,30minutes CON NA 551 diet A 3,30minutes,CON,NA,Acetobacter,diet,A,43960320,152640,44112960,CON30minutesNA,30minutesCON,551,30minutes CON NA 551 diet A 3,3
255,30minutes CON NA 553 diet A 3,30minutes,CON,NA,Acetobacter,diet,A,42332160,34980,42367140,CON30minutesNA,30minutesCON,553,30minutes CON NA 553 diet A 3,3
256,1hour CH A 555 diet A 1,1hour,CH,A,Acetobacter,diet,A,229570560,0,229570560,CH1hourA,1hourCH,555,1hour CH A 555 diet A 1,1
257,1hour CH A 557 diet A 1,1hour,CH,A,Acetobacter,diet,A,47216640,50,47216690,CH1hourA,1hourCH,557,1hour CH A 557 diet A 1,1
258,1hour CH A 559 diet A 1,1hour,CH,A,Acetobacter,diet,A,35819520,25,35819545,CH1hourA,1hourCH,559,1hour CH A 559 diet A 1,1
259,1hour CH L 561 diet A 1,1hour,CH,L,Acetobacter,diet,A,200,85860,86060,CH1hourL,1hourCH,561,1hour CH L 561 diet A 1,1
260,1hour CH L 563 diet A 1,1hour,CH,L,Acetobacter,diet,A,350,98580,98930,CH1hourL,1hourCH,563,1hour CH L 563 diet A 1,1
261,1hour CH A 565 diet A 2,1hour,CH,A,Acetobacter,diet,A,73267200,475,73267675,CH1hourA,1hourCH,565,1hour CH A 565 diet A 2,2
262,1hour CH A 567 diet A 2,1hour,CH,A,Acetobacter,diet,A,53729280,25,53729305,CH1hourA,1hourCH,567,1hour CH A 567 diet A 2,2
263,1hour CH A 569 diet A 2,1hour,CH,A,Acetobacter,diet,A,52101120,75,52101195,CH1hourA,1hourCH,569,1hour CH A 569 diet A 2,2
264,1hour CH L 571 diet A 2,1hour,CH,L,Acetobacter,diet,A,9540,165360,174900,CH1hourL,1hourCH,571,1hour CH L 571 diet A 2,2
265,1hour CH L 573 diet A 2,1hour,CH,L,Acetobacter,diet,A,975,133560,134535,CH1hourL,1hourCH,573,1hour CH L 573 diet A 2,2
266,1hour CH L 575 diet A 2,1hour,CH,L,Acetobacter,diet,A,57240,139920,197160,CH1hourL,1hourCH,575,1hour CH L 575 diet A 2,2
267,1hour CH A 577 diet A 3,1hour,CH,A,Acetobacter,diet,A,65126400,50,65126450,CH1hourA,1hourCH,577,1hour CH A 577 diet A 3,3
268,1hour CH A 579 diet A 3,1hour,CH,A,Acetobacter,diet,A,8954880,50,8954930,CH1hourA,1hourCH,579,1hour CH A 579 diet A 3,3
269,1hour CH A 581 diet A 3,1hour,CH,A,Acetobacter,diet,A,78151680,175,78151855,CH1hourA,1hourCH,581,1hour CH A 581 diet A 3,3
270,1hour CH L 583 diet A 3,1hour,CH,L,Acetobacter,diet,A,350,232140,232490,CH1hourL,1hourCH,583,1hour CH L 583 diet A 3,3
271,1hour CH L 585 diet A 3,1hour,CH,L,Acetobacter,diet,A,73140,24422400,24495540,CH1hourL,1hourCH,585,1hour CH L 585 diet A 3,3
272,1hour CH L 587 diet A 3,1hour,CH,L,Acetobacter,diet,A,98580,139920,238500,CH1hourL,1hourCH,587,1hour CH L 587 diet A 3,3
273,1hour CON NA 589 diet A 1,1hour,CON,NA,Acetobacter,diet,A,40704000,76320,40780320,CON1hourNA,1hourCON,589,1hour CON NA 589 diet A 1,1
274,1hour CON NA 591 diet A 1,1hour,CON,NA,Acetobacter,diet,A,24422400,101760,24524160,CON1hourNA,1hourCON,591,1hour CON NA 591 diet A 1,1
275,1hour CON NA 593 diet A 1,1hour,CON,NA,Acetobacter,diet,A,35819520,190800,36010320,CON1hourNA,1hourCON,593,1hour CON NA 593 diet A 1,1
276,1hour CON NA 595 diet A 1,1hour,CON,NA,Acetobacter,diet,A,34191360,133560,34324920,CON1hourNA,1hourCON,595,1hour CON NA 595 diet A 1,1
277,1hour CON NA 597 diet A 1,1hour,CON,NA,Acetobacter,diet,A,32563200,57240,32620440,CON1hourNA,1hourCON,597,1hour CON NA 597 diet A 1,1
278,1hour CON NA 599 diet A 1,1hour,CON,NA,Acetobacter,diet,A,58613760,28620,58642380,CON1hourNA,1hourCON,599,1hour CON NA 599 diet A 1,1
279,1hour CON NA 602 diet A 2,1hour,CON,NA,Acetobacter,diet,A,123740160,85860,123826020,CON1hourNA,1hourCON,602,1hour CON NA 602 diet A 2,2
280,1hour CON NA 604 diet A 2,1hour,CON,NA,Acetobacter,diet,A,13025280,60420,13085700,CON1hourNA,1hourCON,604,1hour CON NA 604 diet A 2,2
281,1hour CON NA 606 diet A 2,1hour,CON,NA,Acetobacter,diet,A,22794240,133560,22927800,CON1hourNA,1hourCON,606,1hour CON NA 606 diet A 2,2
282,1hour CON NA 608 diet A 2,1hour,CON,NA,Acetobacter,diet,A,40704000,47700,40751700,CON1hourNA,1hourCON,608,1hour CON NA 608 diet A 2,2
283,1hour CON NA 610 diet A 2,1hour,CON,NA,Acetobacter,diet,A,32563200,44520,32607720,CON1hourNA,1hourCON,610,1hour CON NA 610 diet A 2,2
284,1hour CON NA 612 diet A 3,1hour,CON,NA,Acetobacter,diet,A,143278080,104940,143383020,CON1hourNA,1hourCON,612,1hour CON NA 612 diet A 3,3
285,1hour CON NA 614 diet A 3,1hour,CON,NA,Acetobacter,diet,A,35819520,63600,35883120,CON1hourNA,1hourCON,614,1hour CON NA 614 diet A 3,3
286,1hour CON NA 616 diet A 3,1hour,CON,NA,Acetobacter,diet,A,99317760,104940,99422700,CON1hourNA,1hourCON,616,1hour CON NA 616 diet A 3,3
287,1hour CON NA 619 diet A 3,1hour,CON,NA,Acetobacter,diet,A,6919680,146280,7065960,CON1hourNA,1hourCON,619,1hour CON NA 619 diet A 3,3
288,1hour CON NA 621 diet A 3,1hour,CON,NA,Acetobacter,diet,A,29306880,25440,29332320,CON1hourNA,1hourCON,621,1hour CON NA 621 diet A 3,3
289,2hours CH A 623 diet A 1,2hours,CH,A,Acetobacter,diet,A,61870080,75,61870155,CH2hoursA,2hoursCH,623,2hours CH A 623 diet A 1,1
290,2hours CH A 625 diet A 1,2hours,CH,A,Acetobacter,diet,A,32563200,0,32563200,CH2hoursA,2hoursCH,625,2hours CH A 625 diet A 1,1
291,2hours CH A 627 diet A 1,2hours,CH,A,Acetobacter,diet,A,68382720,225,68382945,CH2hoursA,2hoursCH,627,2hours CH A 627 diet A 1,1
292,2hours CH L 629 diet A 1,2hours,CH,L,Acetobacter,diet,A,15900,127200,143100,CH2hoursL,2hoursCH,629,2hours CH L 629 diet A 1,1
293,2hours CH L 631 diet A 1,2hours,CH,L,Acetobacter,diet,A,9540,69960,79500,CH2hoursL,2hoursCH,631,2hours CH L 631 diet A 1,1
294,2hours CH L 633 diet A 1,2hours,CH,L,Acetobacter,diet,A,3180,73140,76320,CH2hoursL,2hoursCH,633,2hours CH L 633 diet A 1,1
295,2hours CH A 635 diet A 2,2hours,CH,A,Acetobacter,diet,A,55357440,25,55357465,CH2hoursA,2hoursCH,635,2hours CH A 635 diet A 2,2
296,2hours CH A 637 diet A 2,2hours,CH,A,Acetobacter,diet,A,30935040,150,30935190,CH2hoursA,2hoursCH,637,2hours CH A 637 diet A 2,2
297,2hours CH A 639 diet A 2,2hours,CH,A,Acetobacter,diet,A,39075840,450,39076290,CH2hoursA,2hoursCH,639,2hours CH A 639 diet A 2,2
298,2hours CH A 644 diet A 3,2hours,CH,A,Acetobacter,diet,A,50472960,75,50473035,CH2hoursA,2hoursCH,644,2hours CH A 644 diet A 3,3
299,2hours CH A 646 diet A 3,2hours,CH,A,Acetobacter,diet,A,58613760,19080,58632840,CH2hoursA,2hoursCH,646,2hours CH A 646 diet A 3,3
300,2hours CH A 648 diet A 3,2hours,CH,A,Acetobacter,diet,A,63498240,100,63498340,CH2hoursA,2hoursCH,648,2hours CH A 648 diet A 3,3
301,2hours CH L 651 diet A 3,2hours,CH,L,Acetobacter,diet,A,41340,139920,181260,CH2hoursL,2hoursCH,651,2hours CH L 651 diet A 3,3
302,2hours CH L 653 diet A 3,2hours,CH,L,Acetobacter,diet,A,6360,222600,228960,CH2hoursL,2hoursCH,653,2hours CH L 653 diet A 3,3
303,2hours CON NA 655 diet A 1,2hours,CON,NA,Acetobacter,diet,A,61870080,825,61870905,CON2hoursNA,2hoursCON,655,2hours CON NA 655 diet A 1,1
304,2hours CON NA 659 diet A 1,2hours,CON,NA,Acetobacter,diet,A,81408000,450,81408450,CON2hoursNA,2hoursCON,659,2hours CON NA 659 diet A 1,1
305,2hours CON NA 661 diet A 1,2hours,CON,NA,Acetobacter,diet,A,56985600,225,56985825,CON2hoursNA,2hoursCON,661,2hours CON NA 661 diet A 1,1
306,2hours CON NA 663 diet A 1,2hours,CON,NA,Acetobacter,diet,A,37447680,175,37447855,CON2hoursNA,2hoursCON,663,2hours CON NA 663 diet A 1,1
307,2hours CON NA 665 diet A 2,2hours,CON,NA,Acetobacter,diet,A,34191360,73140,34264500,CON2hoursNA,2hoursCON,665,2hours CON NA 665 diet A 2,2
308,2hours CON NA 668 diet A 2,2hours,CON,NA,Acetobacter,diet,A,29306880,22260,29329140,CON2hoursNA,2hoursCON,668,2hours CON NA 668 diet A 2,2
309,2hours CON NA 670 diet A 2,2hours,CON,NA,Acetobacter,diet,A,24422400,63600,24486000,CON2hoursNA,2hoursCON,670,2hours CON NA 670 diet A 2,2
310,2hours CON NA 672 diet A 2,2hours,CON,NA,Acetobacter,diet,A,39075840,111300,39187140,CON2hoursNA,2hoursCON,672,2hours CON NA 672 diet A 2,2
311,2hours CON NA 674 diet A 2,2hours,CON,NA,Acetobacter,diet,A,42332160,34980,42367140,CON2hoursNA,2hoursCON,674,2hours CON NA 674 diet A 2,2
312,2hours CON NA 676 diet A 3,2hours,CON,NA,Acetobacter,diet,A,34191360,104940,34296300,CON2hoursNA,2hoursCON,676,2hours CON NA 676 diet A 3,3
313,2hours CON NA 678 diet A 3,2hours,CON,NA,Acetobacter,diet,A,109086720,89040,109175760,CON2hoursNA,2hoursCON,678,2hours CON NA 678 diet A 3,3
314,2hours CON NA 680 diet A 3,2hours,CON,NA,Acetobacter,diet,A,91176960,73140,91250100,CON2hoursNA,2hoursCON,680,2hours CON NA 680 diet A 3,3
315,2hours CON NA 682 diet A 3,2hours,CON,NA,Acetobacter,diet,A,48844800,34980,48879780,CON2hoursNA,2hoursCON,682,2hours CON NA 682 diet A 3,3
316,2hours CON NA 684 diet A 3,2hours,CON,NA,Acetobacter,diet,A,34191360,28620,34219980,CON2hoursNA,2hoursCON,684,2hours CON NA 684 diet A 3,3
317,4hours CH A 687 diet A 1,4hours,CH,A,Acetobacter,diet,A,305280,1590,306870,CH4hoursA,4hoursCH,687,4hours CH A 687 diet A 1,1
318,4hours CH A 689 diet A 1,4hours,CH,A,Acetobacter,diet,A,610560,1590,612150,CH4hoursA,4hoursCH,689,4hours CH A 689 diet A 1,1
319,4hours CH L 692 diet A 1,4hours,CH,L,Acetobacter,diet,A,814080,10335,824415,CH4hoursL,4hoursCH,692,4hours CH L 692 diet A 1,1
320,4hours CH L 694 diet A 1,4hours,CH,L,Acetobacter,diet,A,13117.5,3180,16297.5,CH4hoursL,4hoursCH,694,4hours CH L 694 diet A 1,1
321,4hours CH L 696 diet A 1,4hours,CH,L,Acetobacter,diet,A,13515,795,14310,CH4hoursL,4hoursCH,696,4hours CH L 696 diet A 1,1
322,4hours CH A 698 diet A 2,4hours,CH,A,Acetobacter,diet,A,254400,300,254700,CH4hoursA,4hoursCH,698,4hours CH A 698 diet A 2,2
323,4hours CH A 700 diet A 2,4hours,CH,A,Acetobacter,diet,A,228960,575,229535,CH4hoursA,4hoursCH,700,4hours CH A 700 diet A 2,2
324,4hours CH A 702 diet A 2,4hours,CH,A,Acetobacter,diet,A,432480,8745,441225,CH4hoursA,4hoursCH,702,4hours CH A 702 diet A 2,2
325,4hours CH L 705 diet A 2,4hours,CH,L,Acetobacter,diet,A,305280,9540,314820,CH4hoursL,4hoursCH,705,4hours CH L 705 diet A 2,2
326,4hours CH L 707 diet A 2,4hours,CH,L,Acetobacter,diet,A,10732.5,8347.5,19080,CH4hoursL,4hoursCH,707,4hours CH L 707 diet A 2,2
